amount,duration,payments,min_amount,max_amount,avg_amount,min_balance,max_balance,avg_balance,credit,withdrawal,min_credit_amount,max_credit_amount,avg_credit_amount,min_withdrawal_amount,max_withdrawal_amount,avg_withdrawal_amount,members,last_balance,gender,no. of inhabitants,no. of municipalities with inhabitants < 499 ,no. of municipalities with inhabitants 500-1999,no. of municipalities with inhabitants 2000-9999 ,no. of municipalities with inhabitants >10000 ,no. of cities ,ratio of urban inhabitants ,average salary ,unemploymant rate '95 ,unemploymant rate '96 ,no. of enterpreneurs per 1000 inhabitants ,no. of commited crimes '95 ,no. of commited crimes '96 ,Prague,central Bohemia,east Bohemia,north Bohemia,north Moravia,south Bohemia,south Moravia,west Bohemia,number_of_cards,owner_age,loan_year,loan_month,loan_day,amount_moth,can_pay,status
444864,48,9268,14.6,25862.0,6433.1765625,800.0,62903.5,32404.773437499996,27,37,50.4,25862.0,8397.544444444446,14.6,16300.0,4999.71891891892,2,41743.9,0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,0,0,0,0,0,0,1,0,0.0,32,1996,7,23,37429.39090909091,1,0
85632,48,1784,14.6,60800.0,15232.292941176469,800.0,156504.1,65066.73529411768,38,47,135.9,49917.0,18351.10263157895,14.6,60800.0,12710.702127659571,1,99938.7,1,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,0,0,0,0,0,0,1,0,0.0,47,1996,8,11,80921.55625,1,0
96168,12,8014,24.8,53500.0,8240.56174496644,600.0,138010.1,50492.688590603946,84,65,24.8,46253.0,7330.079761904763,30.0,53500.0,9417.184615384615,1,3609.3,1,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,0,0,0,0,0,0,1,0,0.0,24,1996,9,26,61392.18499999998,1,0
372120,60,6202,14.6,63300.0,15182.096511627913,500.0,128495.4,64044.04593023261,71,101,27.1,48768.0,18717.61408450704,14.6,63300.0,12696.732673267326,2,46580.5,0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,0,0,0,0,0,0,1,0,0.0,51,1996,10,29,124348.60000000005,1,0
276300,60,4605,14.6,8888.0,3104.776086956522,500.0,40755.0,25997.563043478272,45,47,23.2,8888.0,3480.195555555556,14.6,5760.0,2745.331914893618,1,27578.1,0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484,4265,0,0,0,0,0,0,1,0,0.0,20,1996,11,12,19042.626666666667,1,0
91200,24,3800,14.6,34198.0,9999.522222222224,700.0,76736.9,32558.533333333333,18,18,16.0,34198.0,10908.277777777777,14.6,22100.0,9090.766666666668,2,32715.3,1,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,0,0,0,1,0,0,0,0,0.0,38,1994,3,16,51426.11428571429,1,0
215388,36,5983,18.0,49757.0,6110.860000000001,1000.0,50757.0,32702.726666666666,10,5,18.0,49757.0,6116.29,2600.0,11400.0,6100.0,1,30662.8,0,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,0,0,0,1,0,0,0,0,0.0,34,1994,5,2,18332.58,1,1
73836,36,2051,19.1,44281.0,16708.05789473684,900.0,129607.8,55315.16842105263,14,5,19.1,44281.0,13746.65,20100.0,37000.0,25000.0,1,67453.1,1,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,0,0,0,1,0,0,0,0,0.0,28,1995,10,31,52908.85,1,0
73056,48,1522,14.6,8538.0,2445.3274509803928,500.0,33555.4,23255.149019607838,23,28,15.7,8538.0,3179.5086956521745,14.6,7100.0,1842.2499999999998,2,21545.7,0,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,0,0,0,1,0,0,0,0,0.0,24,1995,11,23,13856.855555555558,1,0
123408,24,5142,67.5,46000.0,5789.864615384616,700.0,85626.9,28359.255384615382,25,40,67.5,46000.0,7693.968000000001,100.0,27400.0,4599.8,1,8357.1,0,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947,4743,0,0,0,1,0,0,0,0,1.0,32,1996,12,11,31361.766666666666,1,0
7656,24,319,9.2,31677.0,6436.609876543208,600.0,73069.1,46444.63950617286,36,45,9.2,31677.0,7746.088888888888,14.6,21700.0,5389.026666666668,2,36353.1,1,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,0,0,1,0,0,0,0,0,0.0,31,1994,3,30,47396.85454545453,1,0
158760,60,2646,14.6,23810.0,4654.089156626504,900.0,59898.4,24908.761445783133,55,111,17.0,23810.0,7197.82909090909,14.6,17200.0,3393.677477477477,1,19182.3,0,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,0,0,1,0,0,0,0,0,0.0,17,1995,5,30,35117.21818181816,1,0
181020,60,3017,14.6,27150.0,7273.759139784944,500.0,60475.3,34005.90645161289,37,56,52.9,27150.0,9716.021621621625,14.6,19900.0,5660.121428571429,2,42526.0,1,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655,1717,0,0,1,0,0,0,0,0,0.0,30,1996,9,16,39791.741176470576,1,0
212400,36,5900,30.0,48828.0,11301.5661971831,300.0,133215.2,51034.36197183098,31,40,71.5,48828.0,13977.941935483874,30.0,42900.0,9227.375,1,64221.1,1,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,0,0,0,1,0,0,0,0,0.0,27,1994,3,31,66867.6,1,0
87360,24,3640,14.6,49341.0,8145.613333333334,200.0,69174.6,36783.95,16,14,63.3,49341.0,8544.574999999999,14.6,22800.0,7689.657142857143,1,29057.9,0,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,0,0,0,1,0,0,0,0,0.0,31,1994,6,7,24436.840000000004,1,0
23628,12,1969,1.7,43694.0,9915.672727272728,1000.0,140228.7,47420.84181818185,49,61,1.7,43694.0,11783.88163265306,14.6,35200.0,8414.98032786885,1,64096.3,0,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,0,0,0,1,0,0,0,0,0.0,40,1994,9,10,64160.23529411765,1,0
20832,48,434,14.6,19700.0,2499.068211920529,500.0,41997.9,21368.909933774863,47,104,26.0,13251.0,4204.593617021276,14.6,19700.0,1728.3019230769237,1,17872.5,0,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,0,0,0,1,0,0,0,0,0.0,46,1995,2,2,22197.605882352935,1,0
71064,36,1974,14.6,22908.0,4896.447674418605,700.0,55373.3,34577.30232558138,29,57,32.3,22908.0,7801.575862068966,14.6,13600.0,3418.400000000001,1,31397.0,1,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,0,0,0,1,0,0,0,0,0.0,48,1995,5,29,35091.208333333336,1,0
123216,48,2567,14.6,59200.0,12136.382031250001,700.0,138433.7,70622.83359375004,48,80,54.9,48959.0,16989.97708333333,14.6,59200.0,9224.224999999997,2,77580.8,1,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,0,0,0,1,0,0,0,0,0.0,18,1996,2,24,86303.16111111111,1,0
176148,36,4893,34.9,34881.0,17599.438461538462,1100.0,83783.4,47154.5,9,4,34.9,34881.0,15688.077777777777,5600.0,30400.0,21900.0,1,53592.6,1,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,0,0,0,1,0,0,0,0,0.0,32,1996,6,6,57198.175,1,0
96768,36,2688,13.4,64100.0,13244.225757575754,900.0,117830.9,51611.34242424239,28,38,13.4,48172.0,16277.060714285717,14.6,64100.0,11009.505263157893,2,37396.4,1,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653,2822,0,0,0,1,0,0,0,0,0.0,28,1996,7,25,79465.35454545452,1,0
167100,60,2785,14.6,49980.0,14332.407594936705,1100.0,143605.7,63707.62658227849,33,46,91.4,49980.0,17751.066666666666,14.6,49200.0,11879.891304347824,2,39310.2,1,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,0,0,0,0,0,0,1,0,0.0,24,1994,4,6,113226.01999999997,1,0
37908,12,3159,14.1,28431.0,7485.496052631577,800.0,69530.4,42164.027631578945,31,45,14.1,28431.0,9919.538709677418,14.6,22479.0,5808.711111111113,1,46113.5,1,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,0,0,0,0,0,0,1,0,0.0,19,1995,10,31,40635.54999999999,1,0
320592,48,6679,14.6,60108.0,13875.417045454547,500.0,117827.8,60781.306818181794,30,58,91.6,60108.0,21503.089999999993,14.6,46600.0,9930.06896551724,2,69148.6,1,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,0,0,0,0,0,0,1,0,1.0,25,1996,5,18,81402.44666666668,1,0
192744,36,5354,14.6,49871.0,15435.05769230769,200.0,128778.8,62590.42307692309,13,13,16.8,49871.0,16504.253846153846,14.6,34100.0,14365.861538461539,2,27799.1,0,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,0,0,0,0,0,0,1,0,0.0,32,1996,10,31,133770.49999999997,1,0
46176,48,962,64.5,18109.0,8573.594117647057,1000.0,54705.1,33613.10588235293,11,6,64.5,18109.0,8385.281818181818,700.0,13400.0,8918.833333333334,1,38725.1,0,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,0,0,0,0,0,0,1,0,0.0,30,1996,11,15,29150.219999999994,1,0
182640,48,3805,11.5,34246.0,9227.599999999999,600.0,64411.8,37802.23000000001,17,23,11.5,34246.0,11558.89411764706,14.6,23900.0,7504.469565217392,1,23898.3,1,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719,2906,0,0,0,0,0,0,1,0,0.0,54,1996,11,25,52729.14285714285,1,0
65184,12,5432,14.6,48891.0,11972.67682926829,900.0,102410.3,47426.549999999974,30,52,21.6,48891.0,17495.916666666668,14.6,39900.0,8786.192307692305,1,67995.4,0,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,0,1,0,0,0,0,0,0,0.0,36,1994,4,18,70125.67857142855,1,0
270384,48,5633,14.6,50696.0,12403.506896551722,700.0,91294.4,47654.24482758614,32,55,25.6,50696.0,17764.690625,14.6,30800.0,9284.272727272724,1,57835.1,0,75232,55,26,4,1,5,41.7,8980,1.95,2.21,111,2824,2813,0,1,0,0,0,0,0,0,0.0,34,1996,8,6,77078.9357142857,1,0
193968,36,5388,52.4,54200.0,16951.03448275862,800.0,120567.3,63579.21724137932,20,9,52.4,41783.0,14309.0,100.0,54200.0,22822.222222222223,1,80780.0,0,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,0,0,0,0,1,0,0,0,0.0,21,1994,5,10,81929.99999999999,1,0
45768,12,3814,24.2,36574.0,5645.466666666667,800.0,78327.5,32555.81851851852,22,5,24.2,36574.0,4701.254545454545,1000.0,23900.0,9800.0,1,54427.5,1,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,0,0,0,0,1,0,0,0,0.0,17,1994,8,23,19053.45,1,0
137880,60,2298,30.0,20848.0,6024.032584269662,200.0,52658.4,24523.07303370786,38,51,30.5,20684.0,7317.181578947369,30.0,20848.0,5060.509803921569,1,19966.8,0,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,0,0,0,0,1,0,0,0,0.0,31,1995,1,14,35742.59333333333,1,1
309552,48,6449,14.6,58041.0,17429.002857142856,700.0,121713.2,56105.49999999996,16,19,55.7,58041.0,20681.706250000003,14.6,50600.0,14689.884210526317,1,51799.4,0,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,0,0,0,0,1,0,0,0,0.0,60,1995,9,16,87145.01428571428,1,0
217152,36,6032,4.4,54286.0,12666.78245614035,400.0,109774.3,49107.06666666669,21,36,4.4,54286.0,18197.28571428571,14.6,34200.0,9440.655555555555,1,42279.3,0,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,0,0,0,0,1,0,0,0,1.0,21,1995,12,4,72200.66,1,0
309600,48,6450,30.0,58052.0,16045.607142857141,400.0,112363.1,58185.589285714275,22,34,64.8,58052.0,21228.227272727272,30.0,34700.0,12692.14705882353,1,35488.1,0,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,0,0,0,0,1,0,0,0,0.0,20,1995,12,31,81686.72727272726,1,0
161496,36,4486,8.0,64900.0,6844.426923076923,500.0,113865.5,33219.90000000003,52,78,8.0,42094.0,8837.951923076924,30.0,64900.0,5515.410256410257,1,29371.5,0,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,0,0,0,0,1,0,0,0,0.0,24,1996,5,24,44488.775,1,0
187104,24,7796,2.5,49500.0,19621.447999999997,300.0,137193.5,66292.37199999999,16,9,2.5,43502.0,18044.1875,14.6,49500.0,22425.466666666667,1,86877.7,1,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,0,0,0,0,1,0,0,0,0.0,19,1996,7,28,122634.04999999999,1,0
29448,12,2454,63.8,22090.0,8271.872727272728,800.0,43790.6,28977.436363636363,9,2,63.8,22090.0,7487.844444444445,9700.0,13900.0,11800.0,1,43790.6,0,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,0,0,0,0,1,0,0,0,0.0,48,1996,9,11,30330.2,1,1
155616,48,3242,14.6,36960.0,4895.974418604649,200.0,75294.1,44197.50988372092,70,102,23.7,26388.0,6448.582857142858,14.6,36960.0,3830.458823529411,2,60694.1,1,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672,9208,0,0,0,0,1,0,0,0,0.0,25,1996,12,12,38277.618181818165,1,0
24312,12,2026,14.6,24322.0,4949.474358974358,1100.0,48277.9,29380.83974358974,37,41,35.5,18231.0,5601.632432432431,14.6,24322.0,4360.941463414635,1,28461.9,1,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,0,0,0,0,0,1,0,0,0.0,38,1994,5,11,27575.64285714285,1,0
170256,24,7094,14.6,36552.0,9089.424675324672,200.0,79869.8,40091.18311688309,31,46,83.9,36552.0,11986.912903225808,14.6,29300.0,7136.769565217392,1,43302.8,1,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,0,0,0,0,0,1,0,0,0.0,29,1994,10,30,49991.83571428569,1,0
60156,36,1671,14.6,53600.0,15972.280357142854,400.0,159712.8,72667.63571428569,26,30,15.9,49767.0,18483.85769230769,14.6,53600.0,13795.579999999998,1,66712.8,0,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,0,0,0,0,0,1,0,0,0.0,19,1995,11,12,127778.24285714283,1,1
165960,24,6915,14.6,62235.0,12822.353600000004,700.0,107069.6,52523.24480000004,37,88,57.8,62235.0,21979.508108108108,14.6,41400.0,8972.18636363636,1,23689.2,1,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,0,0,0,0,0,1,0,0,0.0,51,1996,5,2,89044.12222222224,1,0
22968,36,638,16.3,8200.0,4184.636363636364,1000.0,38831.0,23324.936363636363,10,1,16.3,8200.0,4243.1,3600.0,3600.0,3600.0,1,38831.0,1,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,0,0,0,0,0,1,0,0,0.0,46,1996,10,23,15343.666666666666,1,0
115812,36,3217,14.6,50800.0,13280.084677419358,1100.0,119527.2,56646.516129032294,51,73,51.1,49887.0,16554.9862745098,14.6,50800.0,10992.139726027393,1,41878.1,0,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874,1913,0,0,0,0,0,1,0,0,0.0,43,1996,12,25,91485.02777777781,1,0
272520,60,4542,13.3,56700.0,10778.345238095239,1100.0,121891.4,44602.641666666634,34,50,13.3,42400.0,13755.75294117647,14.6,56700.0,8753.707999999999,2,30009.9,0,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,0,1,0,0,0,0,0,0,0.0,54,1994,5,17,90538.1,1,0
172080,48,3585,14.6,45518.0,11368.769047619046,200.0,119138.8,60743.95714285715,25,17,19.3,45518.0,10713.956,14.6,40100.0,12331.729411764707,1,58091.4,1,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,0,1,0,0,0,0,0,0,0.0,37,1994,8,7,79581.38333333332,1,0
98592,24,4108,68.7,36975.0,10807.380769230771,900.0,78713.7,54128.56538461536,13,13,68.7,36975.0,12494.76153846154,100.0,24500.0,9120.0,1,43871.9,1,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,0,1,0,0,0,0,0,0,0.0,31,1995,7,10,56198.380000000005,1,0
155616,48,3242,14.6,29176.0,9151.153333333332,300.0,62153.6,39426.06999999999,16,14,35.6,29176.0,9343.175,14.6,21800.0,8931.7,1,24447.1,1,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810,4316,0,1,0,0,0,0,0,0,0.0,37,1996,12,4,39219.22857142857,1,0
97632,12,8136,14.6,73224.0,15218.433846153843,1100.0,119900.1,53379.127692307724,20,45,46.7,73224.0,25763.21,14.6,54700.0,10531.866666666665,1,41330.1,1,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,0,0,0,0,0,1,0,0,0.0,25,1994,5,21,109910.91111111108,1,0
191880,60,3198,14.6,59200.0,12113.75517241379,400.0,128539.4,53685.78620689651,35,52,71.8,46829.0,16177.397142857148,14.6,59200.0,9378.611538461537,1,78521.0,0,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,0,0,0,0,0,1,0,0,0.0,46,1995,12,12,131737.08749999997,1,0
30276,12,2523,14.6,22708.0,5028.0456521739125,1000.0,58621.4,31318.87282608695,58,34,44.8,22708.0,4202.679310344828,14.6,18500.0,6436.0235294117665,1,24930.3,1,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,0,0,0,0,0,1,0,0,0.0,57,1996,4,29,38548.35,1,1
30276,12,2523,14.6,22708.0,5856.299999999998,715.0,58157.5,25197.09249999999,46,34,47.1,22708.0,5264.765217391303,14.6,18200.0,6656.611764705884,1,15854.0,1,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299,2354,0,0,0,0,0,1,0,0,0.0,57,1996,4,29,39041.99999999999,1,1
196080,48,4085,14.6,46888.0,10472.497872340426,900.0,97457.4,49143.96595744681,20,27,123.9,46888.0,14476.62,14.6,35700.0,7506.481481481483,1,86857.4,0,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,0,0,0,0,0,0,0,1,0.0,35,1994,5,22,70315.34285714285,1,0
74688,12,6224,14.6,56019.0,11551.496428571432,1100.0,104902.4,48484.62410714285,49,63,96.1,56019.0,13496.946938775513,14.6,38400.0,10038.368253968252,2,28933.3,1,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879,3198,0,0,0,0,0,0,0,1,0.0,49,1994,8,11,80860.47500000002,1,0
76908,12,6409,14.6,52200.0,12928.499019607845,1100.0,126002.8,52890.40392156865,42,60,17.0,47434.0,15876.135714285716,14.6,52200.0,10865.15333333333,1,14888.6,1,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,0,1,0,0,0,0,0,0,0.0,48,1994,5,26,87913.79333333335,1,1
189060,60,3151,100.0,60016.0,17833.45,200.0,101793.6,72242.8966666667,14,16,100.5,60016.0,21569.60714285714,100.0,40300.0,14564.3125,1,68945.6,1,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,0,1,0,0,0,0,0,0,0.0,36,1995,5,24,89167.25,1,0
402000,60,6700,14.6,9500.0,3029.8888888888896,200.0,35650.8,21568.935185185193,29,25,34.9,9500.0,3118.0344827586205,14.6,9100.0,2927.64,1,17232.1,0,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244,5892,0,1,0,0,0,0,0,0,0.0,16,1996,8,25,18179.333333333336,1,0
25944,24,1081,14.6,36289.5,10704.751351351351,600.0,80155.2,56927.45405405403,19,18,65.4,36289.5,12249.336842105264,14.6,29900.0,9074.355555555558,1,69398.9,1,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,0,0,0,1,0,0,0,0,0.0,34,1994,5,26,49509.475,1,0
198240,24,8260,43.0,19455.0,7546.887500000001,300.0,51947.2,30953.143750000003,11,5,43.0,19455.0,7095.2,2000.0,13000.0,8540.6,1,35344.2,0,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445,5471,0,0,0,1,0,0,0,0,0.0,39,1995,6,24,30187.550000000003,1,0
104808,12,8734,14.6,25970.0,6642.553333333333,500.0,57865.3,38709.829999999994,12,18,19.5,25970.0,9470.5,14.6,16400.0,4757.2555555555555,2,28015.4,0,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,0,0,0,0,0,0,1,0,0.0,54,1994,5,31,39855.32,1,0
151560,24,6315,14.6,56835.0,16935.55357142857,300.0,97912.7,53976.29285714283,13,15,59.9,56835.0,19058.40769230769,14.6,37200.0,15095.746666666668,1,21323.2,0,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,0,0,0,0,0,0,1,0,0.0,41,1994,6,3,79032.58333333331,1,0
79632,24,3318,112.5,66165.0,24948.65625,900.0,119373.5,63494.200000000004,10,6,112.5,66165.0,24446.25,9516.0,64300.0,25786.0,1,89746.5,1,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,0,0,0,0,0,0,1,0,0.0,35,1994,8,27,99794.625,1,0
465072,48,9689,14.6,42880.0,8579.53495145631,300.0,79557.6,27778.745631067963,38,65,52.0,35163.0,12116.376315789475,14.6,42880.0,6511.843076923075,2,37152.4,0,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,0,0,0,0,0,0,1,0,0.0,47,1995,7,9,51981.88823529411,1,0
368880,60,6148,9.7,64500.0,11574.08296703297,1100.0,151062.3,60030.74340659332,58,124,9.7,49781.0,19070.65344827586,14.6,64500.0,8067.622580645159,2,105712.4,0,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247,2103,0,0,0,0,0,0,1,0,0.0,21,1996,6,3,110867.5315789474,1,0
300204,36,8339,14.6,28365.0,6578.118309859154,300.0,57676.7,34084.4605633803,27,44,83.6,28365.0,9277.392592592592,14.6,18300.0,4921.745454545456,1,33811.7,0,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,0,0,0,0,0,0,1,0,0.0,30,1994,6,4,42458.76363636363,1,0
83016,12,6918,14.6,64400.0,13414.556632653064,700.0,136436.6,67891.93520408162,67,129,90.2,48883.0,20124.317910447757,14.6,64400.0,9929.641860465115,1,67405.6,0,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,0,0,0,0,0,0,1,0,0.0,15,1994,11,2,131462.65500000003,1,0
61056,48,1272,14.6,24372.0,5646.339062499999,900.0,55816.0,36039.05156249998,23,41,37.1,24372.0,8584.586956521738,14.6,13500.0,3998.053658536586,1,33525.3,1,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729,3651,0,0,0,0,0,0,1,0,0.0,37,1994,11,3,32851.42727272727,1,0
77640,12,6470,30.0,58227.0,13255.798333333332,700.0,117489.5,55570.30499999995,22,38,138.1,58227.0,18776.677272727276,30.0,35000.0,10059.5,1,30825.8,0,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,0,0,0,0,0,0,0,1,0.0,26,1994,6,5,79534.79,1,0
64656,48,1347,62.9,13609.0,6379.075,200.0,44749.0,25896.466666666664,9,3,62.9,13609.0,6738.766666666666,4600.0,5700.0,5300.0,2,44749.0,0,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029,1127,0,0,0,0,0,0,0,1,0.0,49,1996,10,10,25516.3,1,0
91584,24,3816,14.6,47906.0,15002.819354838708,1000.0,83039.4,50765.41612903225,14,17,29.4,47906.0,18390.37142857143,14.6,30600.0,12213.070588235294,1,49842.9,1,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,0,0,0,1,0,0,0,0,0.0,42,1994,6,25,77514.56666666667,1,0
46320,24,1930,14.6,61600.0,8064.270224719102,900.0,119892.5,43657.81348314611,48,130,28.9,49053.0,15197.843750000005,14.6,61600.0,5430.335384615382,1,23552.7,0,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650,4859,0,0,0,1,0,0,0,0,0.0,17,1996,6,29,84437.65294117648,1,0
244560,60,4076,14.6,36680.0,10168.945238095237,1000.0,72512.5,38426.728571428575,18,24,65.4,36680.0,12456.16111111111,14.6,24600.0,8453.533333333335,1,21326.1,1,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,0,0,0,0,0,0,1,0,0.0,26,1994,6,29,53386.962499999994,1,0
189300,60,3155,14.6,28413.0,5114.498039215686,800.0,61043.3,32354.031372549012,42,60,43.8,28413.0,6502.74761904762,14.6,24960.0,4142.723333333334,1,24471.4,0,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,0,0,0,0,0,0,1,0,0.0,40,1994,8,3,40129.13846153846,1,0
20352,48,424,14.6,12549.0,3609.741666666668,400.0,44427.9,31814.41458333332,22,26,24.4,12549.0,4421.572727272727,14.6,9600.0,2922.8076923076924,2,21281.5,1,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212,2471,0,0,0,0,0,0,1,0,0.0,47,1996,1,11,19251.955555555563,1,0
276660,36,7685,9.5,11600.0,3499.286206896553,500.0,32720.4,19256.89482758621,30,28,9.5,11600.0,3712.3666666666663,14.6,9800.0,3270.9857142857145,1,19783.2,0,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,0,0,0,0,0,0,1,0,0.0,45,1994,7,8,20295.860000000008,1,1
123696,48,2577,14.6,48476.0,8953.219672131147,300.0,89822.2,49084.381967213114,22,39,59.5,48476.0,12984.854545454546,14.6,32100.0,6678.964102564103,1,25187.2,0,124605,11,42,14,1,8,46.0,8772,4.69,4.98,126,2854,3158,0,0,0,0,0,0,1,0,0.0,54,1994,11,3,54614.63999999999,1,0
39576,12,3298,14.6,49603.0,8275.283478260868,300.0,103467.2,48944.827826086956,53,62,21.3,49603.0,9203.384905660376,14.6,38400.0,7481.906451612902,1,23901.1,1,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340,4505,0,0,0,1,0,0,0,0,0.0,14,1994,7,11,55979.8588235294,1,0
162468,36,4513,70.9,40614.0,15082.586666666666,700.0,83862.8,51279.553333333344,10,5,70.9,40614.0,15043.88,1100.0,34500.0,15160.0,2,74638.8,1,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340,4505,0,0,0,1,0,0,0,0,0.0,38,1996,7,31,56559.7,1,0
91152,24,3798,14.6,34184.0,9452.944155844154,400.0,72327.7,44829.54415584412,31,46,69.6,34184.0,12375.087096774194,14.6,26700.0,7483.673913043478,1,39378.8,0,105058,32,19,7,2,10,81.0,9272,2.8,3.22,118,4340,4505,0,0,0,1,0,0,0,0,1.0,53,1996,8,22,48525.11333333332,1,0
252060,60,4201,8.2,49937.0,11625.122950819672,900.0,106259.6,57340.50819672131,26,35,8.2,49937.0,14985.173076923076,14.6,41700.0,9129.085714285715,1,70096.5,1,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,0,0,0,0,0,0,1,0,0.0,28,1994,7,19,101304.64285714286,1,1
189696,24,7904,600.0,11500.0,4500.0,600.0,22500.0,14900.0,5,0,600.0,11500.0,4500.0,0.0,0.0,0.0,1,22500.0,1,110643,49,41,4,1,4,51.9,8441,3.45,4.48,115,1879,2252,0,0,0,0,0,0,1,0,0.0,24,1994,9,28,7500.0,0,1
